source_file,check_category,check_name,n_total,n_flagged,flagged_pct,metric_value
VED_180711_week.csv,null_rate,lat,393911,0,0.0,0.0
VED_180411_week.csv,null_rate,lat,434636,0,0.0,0.0
VED_180307_week.csv,null_rate,lat,398405,0,0.0,0.0
VED_171115_week.csv,null_rate,lat,602092,0,0.0,0.0
VED_180613_week.csv,null_rate,lat,384455,0,0.0,0.0
VED_180627_week.csv,null_rate,lat,410853,0,0.0,0.0
VED_180926_week.csv,null_rate,lat,382985,0,0.0,0.0
VED_180314_week.csv,null_rate,lat,420510,0,0.0,0.0
VED_171220_week.csv,null_rate,lat,539468,0,0.0,0.0
VED_180221_week.csv,null_rate,lat,285924,0,0.0,0.0
VED_180725_week.csv,null_rate,lat,333913,0,0.0,0.0
VED_180228_week.csv,null_rate,lat,402041,0,0.0,0.0
VED_180509_week.csv,null_rate,lat,421647,0,0.0,0.0
VED_181024_week.csv,null_rate,lat,442505,0,0.0,0.0
VED_180117_week.csv,null_rate,lat,526771,0,0.0,0.0
VED_171122_week.csv,null_rate,lat,474329,0,0.0,0.0
VED_180207_week.csv,null_rate,lat,419846,0,0.0,0.0
VED_180404_week.csv,null_rate,lat,461047,0,0.0,0.0
VED_180425_week.csv,null_rate,lat,451633,0,0.0,0.0
VED_180829_week.csv,null_rate,lat,341372,0,0.0,0.0
VED_171108_week.csv,null_rate,lat,535198,0,0.0,0.0
VED_171213_week.csv,null_rate,lat,670084,0,0.0,0.0
VED_180912_week.csv,null_rate,lat,351253,0,0.0,0.0
VED_181003_week.csv,null_rate,lat,348442,0,0.0,0.0
VED_181017_week.csv,null_rate,lat,386404,0,0.0,0.0
VED_171101_week.csv,null_rate,lat,489414,0,0.0,0.0
VED_180103_week.csv,null_rate,lat,393498,0,0.0,0.0
VED_180530_week.csv,null_rate,lat,416659,0,0.0,0.0
VED_180704_week.csv,null_rate,lat,330147,0,0.0,0.0
VED_181107_week.csv,null_rate,lat,118327,0,0.0,0.0
VED_180110_week.csv,null_rate,lon,550780,0,0.0,0.0
VED_180801_week.csv,null_rate,lon,358812,0,0.0,0.0
VED_180815_week.csv,null_rate,lon,299642,0,0.0,0.0
VED_180214_week.csv,null_rate,lon,389642,0,0.0,0.0
VED_180502_week.csv,null_rate,lon,426242,0,0.0,0.0
VED_180919_week.csv,null_rate,lon,376531,0,0.0,0.0
VED_180124_week.csv,null_rate,lon,456757,0,0.0,0.0
VED_181010_week.csv,null_rate,lon,317933,0,0.0,0.0
VED_180808_week.csv,null_rate,lon,359952,0,0.0,0.0
VED_171227_week.csv,null_rate,lon,311927,0,0.0,0.0
VED_171129_week.csv,null_rate,lon,531856,0,0.0,0.0
VED_180418_week.csv,null_rate,lon,486657,0,0.0,0.0
VED_180523_week.csv,null_rate,lon,437321,0,0.0,0.0
VED_180131_week.csv,null_rate,lon,479522,0,0.0,0.0
VED_180328_week.csv,null_rate,lon,367606,0,0.0,0.0
